Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI)
2,Ⅲ,0,0,1,0,0,Tetraethylammonium chloride,glycolic acid,,0.3333,0.6667,,353.15,27,10.1021/acs.jced.7b00184
2,Ⅲ,0,0,1,0,0,Tetraoctylammonium bromide,decanoic acid,,0.3333,0.6667,,303.15,469,10.1021/acs.jced.7b00184
2,Ⅲ,0,0,1,0,0,Tetraoctylammonium bromide,decanoic acid,,0.3333,0.6667,,323.15,174,10.1021/acs.jced.7b00184
2,Ⅲ,0,0,1,0,0,Tetraoctylammonium bromide,decanoic acid,,0.3333,0.6667,,353.15,56,10.1021/acs.jced.7b00184
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.5,0.5,,298.15,14347.4,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.5,0.5,,308.15,7722.9,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.5,0.5,,318.15,4050.5,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.5,0.5,,328.15,1415.9,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.5,0.5,,338.15,806.5,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.5,0.5,,348.15,459.7,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.5,0.5,,358.15,280.6,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6,0.4,,298.15,12772.5,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6,0.4,,308.15,7126.1,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6,0.4,,318.15,3071,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6,0.4,,328.15,1271.1,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6,0.4,,338.15,698.4,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6,0.4,,348.15,353.1,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6,0.4,,358.15,236.1,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6667,0.3333,,298.15,11733.1,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6667,0.3333,,308.15,6137.1,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6667,0.3333,,318.15,2457,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6667,0.3333,,328.15,1261.7,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6667,0.3333,,338.15,570.7,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6667,0.3333,,348.15,285.3,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.6667,0.3333,,358.15,129.3,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.7143,0.2857,,298.15,17645.5,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.7143,0.2857,,308.15,8556.56,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.7143,0.2857,,318.15,4461.7,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.7143,0.2857,,328.15,1267.5,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.7143,0.2857,,338.15,615.4,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.7143,0.2857,,348.15,325.5,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Choline chloride,D-fructose,,0.7143,0.2857,,358.15,182.6,10.1016/j.tca.2012.04.030
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.8889,0.1111,,313.15,545,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.8889,0.1111,,323.15,271,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.8889,0.1111,,333.15,129,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.8889,0.1111,,343.15,75,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.8889,0.1111,,353.15,44,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,313.15,576,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,323.15,358,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,333.15,157,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,343.15,86.1,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9,0.1,,353.15,55,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9091,0.0909,,313.15,402,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9091,0.0909,,323.15,208,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9091,0.0909,,333.15,115,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9091,0.0909,,343.15,62,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-glutamic acid,,0.9091,0.0909,,353.15,38,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,313.15,2500,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,323.15,1100,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,333.15,619,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,343.15,321,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9,0.1,,353.15,196,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9091,0.0909,,313.15,1200,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9091,0.0909,,323.15,675,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9091,0.0909,,333.15,406,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9091,0.0909,,343.15,205,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9091,0.0909,,353.15,114,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9167,0.0833,,313.15,1580,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9167,0.0833,,323.15,822,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9167,0.0833,,333.15,455,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9167,0.0833,,343.15,262,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-aspartic acid,,0.9167,0.0833,,353.15,161,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8571,0.1429,,303.15,16100,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8571,0.1429,,313.15,7450,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8571,0.1429,,323.15,3280,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8571,0.1429,,333.15,1480,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8571,0.1429,,343.15,869,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8571,0.1429,,353.15,431,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,303.15,10500,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,313.15,3480,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,323.15,1580,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,333.15,730,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,343.15,378,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.875,0.125,,353.15,220,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8889,0.1111,,303.15,14600,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8889,0.1111,,313.15,6400,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8889,0.1111,,323.15,2730,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8889,0.1111,,333.15,1060,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8889,0.1111,,343.15,522,10.1016/j.jtice.2015.12.020
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium chloride,L-arginine,,0.8889,0.1111,,353.15,301,10.1016/j.jtice.2015.12.020
2,Ⅳ,0,0,0,1,0,Lithium bis(trifluoromethanesulphonyl)imide,N-Methylacetamide,,0.2,0.8,,298.15,80.55,10.1039/D0CP01431A
2,Ⅳ,0,0,0,1,0,Lithium bis(trifluoromethanesulphonyl)imide,Ethylene glycol,,0.333,0.667,,298.15,372.35,10.1039/D0CP01431A
2,Ⅳ,0,0,0,1,0,Zinc chloride,acetamide,,0.2,0.8,,298.2,350,10.1016/j.cclet.2013.09.004
2,Ⅳ,0,0,0,1,0,Potassium thiocyanate,Acetamide,,0.25,0.75,,313.15,44.48,10.1039/C2RA22990K
2,Ⅳ,0,0,0,1,0,Potassium thiocyanate,Caprolactam,,0.25,0.75,,313.15,1081.84,10.1039/C2RA22990K
2,Ⅳ,0,0,0,1,0,Potassium thiocyanate,Glycerol,,0.4,0.6,,313.15,211.25,10.1016/j.cej.2018.10.077
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.545,0.455,,333,23.9292,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.545,0.455,,343,18.2842,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.545,0.455,,353,14.2663,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.545,0.455,,363,11.4953,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.545,0.455,,373,9.529,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.565,0.435,,333,24.2543,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.565,0.435,,343,18.3444,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.565,0.435,,353,14.3724,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.565,0.435,,363,11.6215,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.565,0.435,,373,9.7437,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.583,0.417,,333,25.5722,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.583,0.417,,343,19.4937,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.583,0.417,,353,15.397,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.583,0.417,,363,12.3589,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.583,0.417,,373,10.2343,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.6,0.4,,333,26.8873,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.6,0.4,,343,20.2734,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.6,0.4,,353,15.7788,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.6,0.4,,363,12.772,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Urea,,0.6,0.4,,373,10.4479,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.5,0.5,,313,59.3205,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.5,0.5,,323,41.0108,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.5,0.5,,333,30.3189,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.5,0.5,,343,22.7058,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.5,0.5,,353,17.0995,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.5,0.5,,363,13.4282,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.5,0.5,,373,11.0966,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.524,0.476,,313,47.4661,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.524,0.476,,323,32.2366,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.524,0.476,,333,23.7268,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.524,0.476,,343,18.3259,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.524,0.476,,353,13.8659,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.524,0.476,,363,11.1603,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.524,0.476,,373,9.163,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.565,0.435,,313,44.4801,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.565,0.435,,323,30.8655,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.565,0.435,,333,23.0081,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.565,0.435,,343,17.5488,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.565,0.435,,353,13.5197,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.565,0.435,,363,10.912,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.565,0.435,,373,9.0292,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.6,0.4,,313,40.2265,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.6,0.4,,323,28.7046,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.6,0.4,,333,21.66,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.6,0.4,,343,16.504,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.6,0.4,,353,13.2154,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.6,0.4,,363,10.6874,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Acetamide,,0.6,0.4,,373,8.8311,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.5,0.5,,313,32.6485,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.5,0.5,,323,23.491,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.5,0.5,,333,18.0417,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.5,0.5,,343,13.9203,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.5,0.5,,353,11.1978,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.5,0.5,,363,8.9435,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.5,0.5,,373,7.4758,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.524,0.476,,313,25.3822,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.524,0.476,,323,19.1176,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.524,0.476,,333,14.3743,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.524,0.476,,343,10.7518,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.524,0.476,,353,9.1435,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.524,0.476,,363,7.5063,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.524,0.476,,373,6.2734,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.565,0.435,,313,23.9519,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.565,0.435,,323,17.9339,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.565,0.435,,333,13.6828,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.565,0.435,,343,10.7232,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.565,0.435,,353,8.3767,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.565,0.435,,363,7.4755,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.565,0.435,,373,6.0866,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.6,0.4,,313,24.6467,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.6,0.4,,323,18.3158,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.6,0.4,,333,13.7973,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.6,0.4,,343,10.7362,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.6,0.4,,353,8.6581,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.6,0.4,,363,7.4856,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.6,0.4,,373,6.1687,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.63,0.37,,313,25.3233,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.63,0.37,,323,18.6997,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.63,0.37,,333,13.8283,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.63,0.37,,343,11.7484,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.63,0.37,,353,9.0949,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.63,0.37,,363,7.4963,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Propionamide,,0.63,0.37,,373,6.028,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.5,0.5,,313,28.4107,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.5,0.5,,323,20.4192,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.5,0.5,,333,15.2333,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.5,0.5,,343,12.0417,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.5,0.5,,353,9.7634,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.5,0.5,,363,7.9002,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.5,0.5,,373,6.6896,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.524,0.476,,313,23.8786,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.524,0.476,,323,17.6863,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.524,0.476,,333,13.623,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.524,0.476,,343,10.8506,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.524,0.476,,353,8.7889,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.524,0.476,,363,6.9619,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.524,0.476,,373,5.796,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.565,0.435,,313,23.1836,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.565,0.435,,323,17.6196,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.565,0.435,,333,13.4716,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.565,0.435,,343,10.6334,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.565,0.435,,353,8.5881,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.565,0.435,,363,6.9224,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.565,0.435,,373,5.7207,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.6,0.4,,313,24.7528,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.6,0.4,,323,17.7219,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.6,0.4,,333,13.4783,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.6,0.4,,343,10.6808,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.6,0.4,,353,8.5941,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.6,0.4,,363,7.0536,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.6,0.4,,373,5.9794,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.63,0.37,,313,27.3075,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.63,0.37,,323,19.8473,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.63,0.37,,333,15.1459,10.1016/j.molliq.2017.09.091
2,Ⅳ,0,0,0,1,0,AlCl3,Butyramide,,0.63,0.37,,343,11.859,10.1016/j.molliq.2017.09.091
