Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Viscosity, cP",Reference (DOI)
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.2502,0.7498,,333.15,17.11,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,293.15,80.19,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,298.15,61.49,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,303.15,47.74,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,308.15,37.47,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,313.15,30.4,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,318.15,24.7,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,323.15,20.43,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,328.15,17,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1997,0.8003,,333.15,14.43,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,293.15,73.34,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,298.15,57.12,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,303.15,44.41,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,308.15,34.61,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,313.15,27.67,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,318.15,22.49,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,323.15,18.56,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,328.15,15.55,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1672,0.8328,,333.15,13.04,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,293.15,70.57,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,298.15,55.1,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,303.15,43.01,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,308.15,33.33,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,313.15,26.42,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,318.15,21.11,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,323.15,17.41,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,328.15,14.3,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,2-propanediol",,0.1433,0.8567,,333.15,12.21,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,293.15,69.74,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,298.15,55.76,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,303.15,45.4,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,308.15,37.43,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,313.15,31.35,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,318.15,26.52,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,323.15,22.62,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,328.15,19.46,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.2491,0.7509,,333.15,16.88,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,293.15,61.31,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,298.15,49.49,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,303.15,40.7,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,308.15,33.88,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,313.15,27.31,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,318.15,23.03,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,323.15,19.63,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,328.15,16.91,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1999,0.8001,,333.15,14.66,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,293.15,57.14,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,298.15,46.14,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,303.15,37.62,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,308.15,30.92,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,313.15,25.67,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,318.15,21.53,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,323.15,18.26,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,328.15,15.56,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1672,0.8328,,333.15,13.25,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,293.15,53.95,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,298.15,42.83,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,303.15,34.73,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,308.15,28.58,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,313.15,24.01,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,318.15,20.38,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,323.15,17.26,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,328.15,14.7,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,3-propanediol",,0.1433,0.8567,,333.15,12.83,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,293.15,112.88,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,298.15,87.4,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,303.15,70.16,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,308.15,59.73,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,313.15,47.89,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,318.15,39.53,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,323.15,33.04,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,328.15,27.82,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2481,0.7519,,333.15,23.6,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,293.15,99.69,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,298.15,78.77,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,303.15,62.96,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,308.15,51.08,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,313.15,41.67,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,318.15,34.51,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,323.15,28.9,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,328.15,24.36,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.2,0.8,,333.15,20.75,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,293.15,93.6,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,298.15,74.9,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,303.15,59.28,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,308.15,48,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,313.15,39.41,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,318.15,32.5,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,323.15,27.36,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,328.15,23.31,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1666,0.8334,,333.15,19.64,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,293.15,91.44,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,298.15,72.28,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,303.15,57.86,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,308.15,46.72,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,313.15,38.31,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,318.15,31.67,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,323.15,26.47,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,328.15,22.32,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,choline chloride,"1,4-butanediol",,0.1425,0.8575,,333.15,18.98,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,293.15,213.18,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,298.15,150.76,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,303.15,109.11,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,308.15,81.109,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,313.15,61.797,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,318.15,47.982,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,323.15,37.868,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,328.15,30.342,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,333.15,24.722,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,338.15,20.402,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.2,0.8,,343.15,17.139,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,293.15,70.916,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,298.15,53.415,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,303.15,41.112,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,308.15,32.268,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,313.15,25.802,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,318.15,20.961,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,323.15,17.268,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,328.15,14.431,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,333.15,12.176,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,338.15,10.39,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.091,0.909,,343.15,8.97,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,293.15,57.19,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,298.15,43.59,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,303.15,33.68,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,308.15,26.69,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,313.15,21.74,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,318.15,17.83,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,323.15,14.79,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,328.15,12.43,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,333.15,10.57,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,338.15,9.082,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Diethylene glycol,,0.059,0.941,,343.15,7.87,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,293.15,233.75,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,298.15,166.52,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,303.15,121.64,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,308.15,90.906,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,313.15,69.365,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,318.15,53.992,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,323.15,42.727,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,328.15,34.352,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,333.15,28.074,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,338.15,23.177,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.2,0.8,,343.15,19.402,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,293.15,95.287,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,298.15,71.692,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,303.15,54.826,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,308.15,42.757,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,313.15,33.94,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,318.15,27.405,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,323.15,22.423,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,328.15,18.652,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,333.15,15.645,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,338.15,13.287,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.091,0.909,,343.15,11.402,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,293.15,76.631,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,298.15,57.941,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,303.15,44.819,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,308.15,35.259,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,313.15,28.277,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,318.15,22.986,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,323.15,18.966,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,328.15,15.865,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,333.15,13.428,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,338.15,11.464,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Allyl triphenyl phosphonium bromide,Triethylene glycol,,0.059,0.941,,343.15,9.8905,10.1016/j.molliq.2017.06.024
2,Ⅲ,0,0,1,0,0,Choline chloride,D-Glucose,,0.5,0.5,,358.15,209.3,10.1016/j.molliq.2012.11.025
2,Ⅲ,0,0,1,0,0,Choline chloride,D-Glucose,,0.6,0.4,,358.15,130.7,10.1016/j.molliq.2012.11.025
2,Ⅲ,0,0,1,0,0,Choline chloride,D-Glucose,,0.667,0.333,,358.15,72,10.1016/j.molliq.2012.11.025
2,Ⅲ,0,0,1,0,0,Choline chloride,D-Glucose,,0.714,0.286,,358.15,108.3,10.1016/j.molliq.2012.11.025
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,298.15,513.093,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,303.15,351.4589,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,308.15,251.2543,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,313.15,182.8741,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,318.15,137.9542,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,323.15,104.1835,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,328.15,82.7882,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,333.15,65.5467,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,338.15,52.3401,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",glycerol,,0.333,0.667,,343.15,42.5755,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",ethylene glycol,,0.333,0.667,,298.15,50.4466,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",ethylene glycol,,0.333,0.667,,303.15,40.6835,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",ethylene glycol,,0.333,0.667,,308.15,32.0365,10.1016/j.jct.2013.05.041
2,Ⅲ,0,0,1,0,0,"n,n-Diethylethanolammonium chloride",ethylene glycol,,0.333,0.667,,313.15,26.2835,10.1016/j.jct.2013.05.041
