Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),I,II,III,IV,V,"Temperature, K","VdWVolume, A^3#1","VdWVolume, A^3#2","VdWVolume, A^3#3",NumHeteroatoms,RingCount,InertialShapeFactor,SpherocityIndex,Metal_frac_gen,Li,C,N,O,F,Mg,Al,P,S,Cl,K,Cr,Fe,Co,Cu,Zn,Br,train/test,"Viscosity, cP",Reference (DOI),"Viscosity_prediction, cP"
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.141,0.01,0.849,0,0,1,0,0,326.15,55.34707342,-22.68236862,2.516458948,6.396,0,0.003005854233,0.5677049784,0.1878937596,0,0.05,0.01,0.859,0,0,0,0,0,0.433,0,0.141,0,0,0,0,0,train,605.8,10.1002/apj.1873,401.258931
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.141,0.01,0.849,0,0,1,0,0,336.65,55.34707342,-22.68236862,2.516458948,6.396,0,0.003005854233,0.5677049784,0.1878937596,0,0.05,0.01,0.859,0,0,0,0,0,0.433,0,0.141,0,0,0,0,0,train,361.9,10.1002/apj.1873,327.3751228
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.141,0.01,0.849,0,0,1,0,0,347.65,55.34707342,-22.68236862,2.516458948,6.396,0,0.003005854233,0.5677049784,0.1878937596,0,0.05,0.01,0.859,0,0,0,0,0,0.433,0,0.141,0,0,0,0,0,train,179,10.1002/apj.1873,247.9787639
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.142,0.008,0.85,0,0,1,0,0,315.15,55.34707342,-22.68236862,2.516458948,6.4,0,0.002991402257,0.5683170151,0.1897265938,0,0.04,0.008,0.858,0,0,0,0,0,0.434,0,0.142,0,0,0,0,0,train,788.8,10.1002/apj.1873,510.0060613
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.142,0.008,0.85,0,0,1,0,0,326.15,55.34707342,-22.68236862,2.516458948,6.4,0,0.002991402257,0.5683170151,0.1897265938,0,0.04,0.008,0.858,0,0,0,0,0,0.434,0,0.142,0,0,0,0,0,train,402.6,10.1002/apj.1873,521.5360859
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.142,0.008,0.85,0,0,1,0,0,336.65,55.34707342,-22.68236862,2.516458948,6.4,0,0.002991402257,0.5683170151,0.1897265938,0,0.04,0.008,0.858,0,0,0,0,0,0.434,0,0.142,0,0,0,0,0,train,219.7,10.1002/apj.1873,420.8515168
Chromium chloride (CrCl3),CHOLINE CHLORIDE,water,0.142,0.008,0.85,0,0,1,0,0,347.65,55.34707342,-22.68236862,2.516458948,6.4,0,0.002991402257,0.5683170151,0.1897265938,0,0.04,0.008,0.858,0,0,0,0,0,0.434,0,0.142,0,0,0,0,0,train,118,10.1002/apj.1873,326.1036678
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.083,0.167,0.75,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.083,0.167,0.008200027212,0.6020982247,0,0,2.249,0.083,1.167,0,0,0,0,0.75,0.083,0,0,0,0,0,0,0,train,2.58,10.1016/j.molliq.2016.10.115,4.761123525
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.143,0.286,0.571,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.143,0.286,0.007682585224,0.5287152084,0,0,2.429,0.143,1.286,0,0,0,0,0.571,0.143,0,0,0,0,0,0,0,train,3.77,10.1016/j.molliq.2016.10.115,6.954419194
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.188,0.375,0.438,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.19,0.375,0.007266713245,0.491955596,0,0,2.566,0.188,1.376,0,0,0,0,0.438,0.188,0,0,0,0,0,0,0,train,5.53,10.1016/j.molliq.2016.10.115,9.058174748
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.222,0.444,0.333,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.22,0.444,0.006983218765,0.4698051685,0,0,2.664,0.222,1.443,0,0,0,0,0.333,0.222,0,0,0,0,0,0,0,train,08.02,10.1016/j.molliq.2016.10.115,12.98268521
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.25,0.5,0.25,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.25,0.5,0.006743412644,0.4549464936,0,0,2.75,0.25,1.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,train,11.1,10.1016/j.molliq.2016.10.115,15.00566195
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.273,0.545,0.182,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.273,0.545,0.006555869351,0.4443146678,0,0,2.819,0.273,1.545,0,0,0,0,0.182,0.273,0,0,0,0,0,0,0,train,14.9,10.1016/j.molliq.2016.10.115,18.72893046
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.292,0.583,0.125,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.292,0.583,0.006408902381,0.4363044434,0,0,2.876,0.292,1.583,0,0,0,0,0.125,0.292,0,0,0,0,0,0,0,train,19,10.1016/j.molliq.2016.10.115,23.41768104
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.308,0.615,0.077,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.308,0.615,0.006289076358,0.4300964464,0,0,2.924,0.308,1.615,0,0,0,0,0.077,0.308,0,0,0,0,0,0,0,train,23,10.1016/j.molliq.2016.10.115,27.59316202
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.321,0.643,0.036,0,0,1,0,0,308.15,-22.68236862,-12.66094745,-12.66094745,2.321,0.643,0.00619903224,0.4251494721,0,0,2.963,0.321,1.643,0,0,0,0,0.036,0.321,0,0,0,0,0,0,0,train,27.2,10.1016/j.molliq.2016.10.115,28.09051673
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.083,0.167,0.75,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.083,0.167,0.008200027212,0.6020982247,0,0,2.249,0.083,1.167,0,0,0,0,0.75,0.083,0,0,0,0,0,0,0,train,2.33,10.1016/j.molliq.2016.10.115,3.083908854
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.143,0.286,0.571,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.143,0.286,0.007682585224,0.5287152084,0,0,2.429,0.143,1.286,0,0,0,0,0.571,0.143,0,0,0,0,0,0,0,train,3.36,10.1016/j.molliq.2016.10.115,4.649710183
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.188,0.375,0.438,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.19,0.375,0.007266713245,0.491955596,0,0,2.566,0.188,1.376,0,0,0,0,0.438,0.188,0,0,0,0,0,0,0,train,4.87,10.1016/j.molliq.2016.10.115,6.056276763
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.222,0.444,0.333,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.22,0.444,0.006983218765,0.4698051685,0,0,2.664,0.222,1.443,0,0,0,0,0.333,0.222,0,0,0,0,0,0,0,train,6.96,10.1016/j.molliq.2016.10.115,8.53709566
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.25,0.5,0.25,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.25,0.5,0.006743412644,0.4549464936,0,0,2.75,0.25,1.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,train,9.5,10.1016/j.molliq.2016.10.115,9.97044967
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.273,0.545,0.182,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.273,0.545,0.006555869351,0.4443146678,0,0,2.819,0.273,1.545,0,0,0,0,0.182,0.273,0,0,0,0,0,0,0,train,12.7,10.1016/j.molliq.2016.10.115,12.52466996
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.292,0.583,0.125,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.292,0.583,0.006408902381,0.4363044434,0,0,2.876,0.292,1.583,0,0,0,0,0.125,0.292,0,0,0,0,0,0,0,train,16.1,10.1016/j.molliq.2016.10.115,16.05247959
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.308,0.615,0.077,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.308,0.615,0.006289076358,0.4300964464,0,0,2.924,0.308,1.615,0,0,0,0,0.077,0.308,0,0,0,0,0,0,0,train,19.4,10.1016/j.molliq.2016.10.115,19.04477268
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.321,0.643,0.036,0,0,1,0,0,313.15,-22.68236862,-12.66094745,-12.66094745,2.321,0.643,0.00619903224,0.4251494721,0,0,2.963,0.321,1.643,0,0,0,0,0.036,0.321,0,0,0,0,0,0,0,train,22.9,10.1016/j.molliq.2016.10.115,19.38804641
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.083,0.167,0.75,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.083,0.167,0.008200027212,0.6020982247,0,0,2.249,0.083,1.167,0,0,0,0,0.75,0.083,0,0,0,0,0,0,0,train,2.12,10.1016/j.molliq.2016.10.115,2.716361925
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.143,0.286,0.571,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.143,0.286,0.007682585224,0.5287152084,0,0,2.429,0.143,1.286,0,0,0,0,0.571,0.143,0,0,0,0,0,0,0,train,03.02,10.1016/j.molliq.2016.10.115,4.101273972
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.188,0.375,0.438,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.19,0.375,0.007266713245,0.491955596,0,0,2.566,0.188,1.376,0,0,0,0,0.438,0.188,0,0,0,0,0,0,0,train,4.32,10.1016/j.molliq.2016.10.115,5.337735033
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.222,0.444,0.333,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.22,0.444,0.006983218765,0.4698051685,0,0,2.664,0.222,1.443,0,0,0,0,0.333,0.222,0,0,0,0,0,0,0,train,06.02,10.1016/j.molliq.2016.10.115,7.535777755
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.25,0.5,0.25,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.25,0.5,0.006743412644,0.4549464936,0,0,2.75,0.25,1.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,train,8.22,10.1016/j.molliq.2016.10.115,8.860902153
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.273,0.545,0.182,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.273,0.545,0.006555869351,0.4443146678,0,0,2.819,0.273,1.545,0,0,0,0,0.182,0.273,0,0,0,0,0,0,0,train,10.9,10.1016/j.molliq.2016.10.115,11.09180469
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.292,0.583,0.125,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.292,0.583,0.006408902381,0.4363044434,0,0,2.876,0.292,1.583,0,0,0,0,0.125,0.292,0,0,0,0,0,0,0,train,13.7,10.1016/j.molliq.2016.10.115,14.16508439
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.308,0.615,0.077,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.308,0.615,0.006289076358,0.4300964464,0,0,2.924,0.308,1.615,0,0,0,0,0.077,0.308,0,0,0,0,0,0,0,train,16.5,10.1016/j.molliq.2016.10.115,16.79070899
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.321,0.643,0.036,0,0,1,0,0,318.15,-22.68236862,-12.66094745,-12.66094745,2.321,0.643,0.00619903224,0.4251494721,0,0,2.963,0.321,1.643,0,0,0,0,0.036,0.321,0,0,0,0,0,0,0,train,19.4,10.1016/j.molliq.2016.10.115,17.33545683
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.083,0.167,0.75,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.083,0.167,0.008200027212,0.6020982247,0,0,2.249,0.083,1.167,0,0,0,0,0.75,0.083,0,0,0,0,0,0,0,train,1.94,10.1016/j.molliq.2016.10.115,2.323866476
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.143,0.286,0.571,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.143,0.286,0.007682585224,0.5287152084,0,0,2.429,0.143,1.286,0,0,0,0,0.571,0.143,0,0,0,0,0,0,0,train,2.73,10.1016/j.molliq.2016.10.115,3.496624391
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.188,0.375,0.438,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.19,0.375,0.007266713245,0.491955596,0,0,2.566,0.188,1.376,0,0,0,0,0.438,0.188,0,0,0,0,0,0,0,train,3.86,10.1016/j.molliq.2016.10.115,4.565471201
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.222,0.444,0.333,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.22,0.444,0.006983218765,0.4698051685,0,0,2.664,0.222,1.443,0,0,0,0,0.333,0.222,0,0,0,0,0,0,0,train,5.32,10.1016/j.molliq.2016.10.115,6.398342304
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.25,0.5,0.25,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.25,0.5,0.006743412644,0.4549464936,0,0,2.75,0.25,1.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,train,7.19,10.1016/j.molliq.2016.10.115,7.246538884
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.273,0.545,0.182,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.273,0.545,0.006555869351,0.4443146678,0,0,2.819,0.273,1.545,0,0,0,0,0.182,0.273,0,0,0,0,0,0,0,train,9.52,10.1016/j.molliq.2016.10.115,9.070994423
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.292,0.583,0.125,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.292,0.583,0.006408902381,0.4363044434,0,0,2.876,0.292,1.583,0,0,0,0,0.125,0.292,0,0,0,0,0,0,0,train,11.9,10.1016/j.molliq.2016.10.115,11.22913178
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.308,0.615,0.077,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.308,0.615,0.006289076358,0.4300964464,0,0,2.924,0.308,1.615,0,0,0,0,0.077,0.308,0,0,0,0,0,0,0,train,14.3,10.1016/j.molliq.2016.10.115,13.3105514
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.321,0.643,0.036,0,0,1,0,0,323.15,-22.68236862,-12.66094745,-12.66094745,2.321,0.643,0.00619903224,0.4251494721,0,0,2.963,0.321,1.643,0,0,0,0,0.036,0.321,0,0,0,0,0,0,0,train,16.7,10.1016/j.molliq.2016.10.115,13.85573239
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.083,0.167,0.75,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.083,0.167,0.008200027212,0.6020982247,0,0,2.249,0.083,1.167,0,0,0,0,0.75,0.083,0,0,0,0,0,0,0,train,1.78,10.1016/j.molliq.2016.10.115,2.14338967
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.143,0.286,0.571,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.143,0.286,0.007682585224,0.5287152084,0,0,2.429,0.143,1.286,0,0,0,0,0.571,0.143,0,0,0,0,0,0,0,train,2.48,10.1016/j.molliq.2016.10.115,3.225068512
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.188,0.375,0.438,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.19,0.375,0.007266713245,0.491955596,0,0,2.566,0.188,1.376,0,0,0,0,0.438,0.188,0,0,0,0,0,0,0,train,3.47,10.1016/j.molliq.2016.10.115,4.210906225
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.222,0.444,0.333,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.22,0.444,0.006983218765,0.4698051685,0,0,2.664,0.222,1.443,0,0,0,0,0.333,0.222,0,0,0,0,0,0,0,train,4.74,10.1016/j.molliq.2016.10.115,5.891968488
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.25,0.5,0.25,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.25,0.5,0.006743412644,0.4549464936,0,0,2.75,0.25,1.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,train,6.29,10.1016/j.molliq.2016.10.115,6.695965349
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.273,0.545,0.182,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.273,0.545,0.006555869351,0.4443146678,0,0,2.819,0.273,1.545,0,0,0,0,0.182,0.273,0,0,0,0,0,0,0,train,8.36,10.1016/j.molliq.2016.10.115,8.547932045
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.292,0.583,0.125,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.292,0.583,0.006408902381,0.4363044434,0,0,2.876,0.292,1.583,0,0,0,0,0.125,0.292,0,0,0,0,0,0,0,train,10.4,10.1016/j.molliq.2016.10.115,10.76308328
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.308,0.615,0.077,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.308,0.615,0.006289076358,0.4300964464,0,0,2.924,0.308,1.615,0,0,0,0,0.077,0.308,0,0,0,0,0,0,0,train,12.4,10.1016/j.molliq.2016.10.115,12.84447176
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.321,0.643,0.036,0,0,1,0,0,328.15,-22.68236862,-12.66094745,-12.66094745,2.321,0.643,0.00619903224,0.4251494721,0,0,2.963,0.321,1.643,0,0,0,0,0.036,0.321,0,0,0,0,0,0,0,train,14.5,10.1016/j.molliq.2016.10.115,13.37056281
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.083,0.167,0.75,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.083,0.167,0.008200027212,0.6020982247,0,0,2.249,0.083,1.167,0,0,0,0,0.75,0.083,0,0,0,0,0,0,0,train,1.64,10.1016/j.molliq.2016.10.115,1.793216979
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.143,0.286,0.571,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.143,0.286,0.007682585224,0.5287152084,0,0,2.429,0.143,1.286,0,0,0,0,0.571,0.143,0,0,0,0,0,0,0,train,2.27,10.1016/j.molliq.2016.10.115,2.760016632
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.188,0.375,0.438,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.19,0.375,0.007266713245,0.491955596,0,0,2.566,0.188,1.376,0,0,0,0,0.438,0.188,0,0,0,0,0,0,0,train,3.14,10.1016/j.molliq.2016.10.115,3.653427279
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.222,0.444,0.333,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.22,0.444,0.006983218765,0.4698051685,0,0,2.664,0.222,1.443,0,0,0,0,0.333,0.222,0,0,0,0,0,0,0,train,4.24,10.1016/j.molliq.2016.10.115,5.200058111
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.25,0.5,0.25,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.25,0.5,0.006743412644,0.4549464936,0,0,2.75,0.25,1.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,train,5.58,10.1016/j.molliq.2016.10.115,5.909639367
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.273,0.545,0.182,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.273,0.545,0.006555869351,0.4443146678,0,0,2.819,0.273,1.545,0,0,0,0,0.182,0.273,0,0,0,0,0,0,0,train,7.39,10.1016/j.molliq.2016.10.115,7.480866062
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.292,0.583,0.125,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.292,0.583,0.006408902381,0.4363044434,0,0,2.876,0.292,1.583,0,0,0,0,0.125,0.292,0,0,0,0,0,0,0,train,9.15,10.1016/j.molliq.2016.10.115,9.250461513
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.308,0.615,0.077,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.308,0.615,0.006289076358,0.4300964464,0,0,2.924,0.308,1.615,0,0,0,0,0.077,0.308,0,0,0,0,0,0,0,train,10.9,10.1016/j.molliq.2016.10.115,11.0393359
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.321,0.643,0.036,0,0,1,0,0,333.15,-22.68236862,-12.66094745,-12.66094745,2.321,0.643,0.00619903224,0.4251494721,0,0,2.963,0.321,1.643,0,0,0,0,0.036,0.321,0,0,0,0,0,0,0,train,12.7,10.1016/j.molliq.2016.10.115,11.49149119
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.083,0.167,0.75,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.083,0.167,0.008200027212,0.6020982247,0,0,2.249,0.083,1.167,0,0,0,0,0.75,0.083,0,0,0,0,0,0,0,train,1.52,10.1016/j.molliq.2016.10.115,1.694621026
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.143,0.286,0.571,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.143,0.286,0.007682585224,0.5287152084,0,0,2.429,0.143,1.286,0,0,0,0,0.571,0.143,0,0,0,0,0,0,0,train,02.08,10.1016/j.molliq.2016.10.115,2.56350642
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.188,0.375,0.438,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.19,0.375,0.007266713245,0.491955596,0,0,2.566,0.188,1.376,0,0,0,0,0.438,0.188,0,0,0,0,0,0,0,train,2.85,10.1016/j.molliq.2016.10.115,3.293251212
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.222,0.444,0.333,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.22,0.444,0.006983218765,0.4698051685,0,0,2.664,0.222,1.443,0,0,0,0,0.333,0.222,0,0,0,0,0,0,0,train,3.82,10.1016/j.molliq.2016.10.115,4.6874062
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.25,0.5,0.25,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.25,0.5,0.006743412644,0.4549464936,0,0,2.75,0.25,1.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,train,4.99,10.1016/j.molliq.2016.10.115,5.327032817
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.273,0.545,0.182,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.273,0.545,0.006555869351,0.4443146678,0,0,2.819,0.273,1.545,0,0,0,0,0.182,0.273,0,0,0,0,0,0,0,train,6.56,10.1016/j.molliq.2016.10.115,6.697427956
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.292,0.583,0.125,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.292,0.583,0.006408902381,0.4363044434,0,0,2.876,0.292,1.583,0,0,0,0,0.125,0.292,0,0,0,0,0,0,0,train,8.11,10.1016/j.molliq.2016.10.115,8.281701481
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.308,0.615,0.077,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.308,0.615,0.006289076358,0.4300964464,0,0,2.924,0.308,1.615,0,0,0,0,0.077,0.308,0,0,0,0,0,0,0,train,9.65,10.1016/j.molliq.2016.10.115,9.782601035
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.321,0.643,0.036,0,0,1,0,0,338.15,-22.68236862,-12.66094745,-12.66094745,2.321,0.643,0.00619903224,0.4251494721,0,0,2.963,0.321,1.643,0,0,0,0,0.036,0.321,0,0,0,0,0,0,0,train,11.2,10.1016/j.molliq.2016.10.115,10.47997706
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.083,0.167,0.75,0,0,1,0,0,343.15,-22.68236862,-12.66094745,-12.66094745,2.083,0.167,0.008200027212,0.6020982247,0,0,2.249,0.083,1.167,0,0,0,0,0.75,0.083,0,0,0,0,0,0,0,train,1.41,10.1016/j.molliq.2016.10.115,1.430075945
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.143,0.286,0.571,0,0,1,0,0,343.15,-22.68236862,-12.66094745,-12.66094745,2.143,0.286,0.007682585224,0.5287152084,0,0,2.429,0.143,1.286,0,0,0,0,0.571,0.143,0,0,0,0,0,0,0,train,1.91,10.1016/j.molliq.2016.10.115,2.094020592
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.188,0.375,0.438,0,0,1,0,0,343.15,-22.68236862,-12.66094745,-12.66094745,2.19,0.375,0.007266713245,0.491955596,0,0,2.566,0.188,1.376,0,0,0,0,0.438,0.188,0,0,0,0,0,0,0,train,2.6,10.1016/j.molliq.2016.10.115,2.690118425
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.222,0.444,0.333,0,0,1,0,0,343.15,-22.68236862,-12.66094745,-12.66094745,2.22,0.444,0.006983218765,0.4698051685,0,0,2.664,0.222,1.443,0,0,0,0,0.333,0.222,0,0,0,0,0,0,0,train,3.46,10.1016/j.molliq.2016.10.115,3.829622549
CHOLINE CHLORIDE,ETHYLENE GLYCOL,dimethyl sulfoxide,0.25,0.5,0.25,0,0,1,0,0,343.15,-22.68236862,-12.66094745,-12.66094745,2.25,0.5,0.006743412644,0.4549464936,0,0,2.75,0.25,1.5,0,0,0,0,0.25,0.25,0,0,0,0,0,0,0,train,4.47,10.1016/j.molliq.2016.10.115,4.276566448
