Number of components,Type of DES,Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),"Tmelt, K",Phase diagram (Yes/No),Reference (DOI),Smiles#1,T#1,Smiles#2,T#2
2,3,tetramethylazanium;chloride,decanoic acid,0.099,0.901,304.55,Yes,10.1016/j.fluid.2017.04.007,C[N+](C)(C)C.[Cl-],612.87,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.902,0.098,495.25,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.808,0.192,465.25,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.717,0.283,435.85,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.699,0.301,431,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.65,0.35,403.28,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.59,0.41,373.45,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.508,0.492,344.22,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.5,0.5,346.25,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.401,0.599,312.28,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.303,0.697,301.66,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.196,0.804,304.18,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetraethylazanium;chloride,decanoic acid,0.097,0.903,305.05,Yes,10.1016/j.fluid.2017.04.007,CC[N+](CC)(CC)CC.[Cl-],633.15,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.9,0.1,483.45,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.799,0.201,444.45,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.7,0.3,404.05,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.6,0.4,375.55,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.5,0.5,346.25,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.401,0.599,316.91,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.4,0.6,315.55,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.296,0.704,300.3,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.202,0.798,295.57,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrapropylazanium;chloride,decanoic acid,0.1,0.9,304.36,Yes,10.1016/j.fluid.2017.04.007,CCC[N+](CCC)(CCC)CCC.[Cl-],502.4,CCCCCCCCCC(=O)O,304.8
2,3,tetrabutylazanium;chloride,decanoic acid,0.333333,0.666667,261.2,No,10.1002/aic.17408,CCCC[N+](CCCC)(CCCC)CCCC.[Cl-],344,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.938,0.062,543.95,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.896,0.104,520.95,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.85,0.15,499.8,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.786,0.214,473.55,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.761,0.239,453.7,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.675,0.325,427.85,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.642,0.358,413.7,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.592,0.408,395.55,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.54,0.46,373.6,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.485,0.515,343.3,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.456,0.544,328.75,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.399,0.601,304.7,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.342,0.658,305.45,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.3,0.7,304.06,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.296,0.704,304.1,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.212,0.788,304.45,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.212,0.788,300.98,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,decanoic acid,0.101,0.899,304.6,Yes,10.1021/acs.iecr.7b02382,C[N+](C)(C)CCO.[Cl-],578.15,CCCCCCCCCC(=O)O,304.8
2,3,benzyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.5,0.5,304.15,No,10.1016/j.gee.2019.03.002,C[N+](C)(C)Cc1ccccc1.[Cl-],516.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.948,0.052,557.85,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.899,0.101,512.35,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.849,0.151,478.98,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.8,0.2,431.68,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.75,0.25,387.12,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.686,0.314,343.55,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.6,0.4,348.98,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.549,0.451,356.75,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.501,0.499,364.05,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.448,0.552,370.98,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.4,0.6,379.48,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.35,0.65,384.02,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.3,0.7,393.48,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.252,0.748,397.98,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.2,0.8,404.48,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.15,0.85,411.35,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.102,0.898,418.28,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"2-hydroxypropane-1,2,3-tricarboxylic acid",0.062,0.938,423.15,Yes,10.1021/acs.iecr.8b01249,C[N+](C)(C)CCO.[Cl-],578.15,O=C(O)CC(O)(CC(=O)O)C(=O)O,428.56
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.898,0.102,516.9,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.802,0.198,468.3,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.699,0.301,416.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.599,0.401,372.3,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.499,0.501,328.7,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.395,0.605,340.4,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.3,0.7,368.9,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.2,0.8,394.2,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(1R,4R)-1,7,7-trimethylbicyclo[2.2.1]heptan-2-one",0.1,0.9,429.6,Yes,10.1002/cssc.202001331,C[N+](C)(C)CCO.[Cl-],578.15,CC1(C)[C@@H]2CC[C@@]1(C)C(=O)C2,449.65
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714286,0.285714,310.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,377.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.666667,0.333333,283.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,377.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,286.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,377.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,293.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,377.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.4,0.6,301.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,377.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.333333,0.666667,306.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,377.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.285714,0.714286,309.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,377.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4R,5R)-2-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.25,0.75,313.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OCC1(O)OC[C@@H](O)[C@@H](O)[C@@H]1O,377.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.714286,0.285714,317.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.666667,0.333333,288.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,297.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.5,0.5,304.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3R,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.4,0.6,312.15,No,10.1002/aic.17408,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@H](O)[C@@H](O)[C@@H]1O,422.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(2R,3R,4R,5R)-hexane-1,2,3,4,5,6-hexol",0.5,0.5,385.15,No,10.1016/j.fluid.2019.06.005,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@@H](O)[C@@H](O)[C@H](O)[C@H](O)CO,440.66
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.9,0.1,547.75,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,406.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.798,0.202,496.65,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,406.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.7,0.3,438.88,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,406.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.6,0.4,377.52,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,406.15
2,3,2-hydroxyethyl(trimethyl)azanium;chloride,"(3S,4S,5S,6R)-6-(hydroxymethyl)oxane-2,3,4,5-tetrol",0.501,0.499,332.52,Yes,10.1021/acssuschemeng.8b02042,C[N+](C)(C)CCO.[Cl-],578.15,OC[C@H]1OC(O)[C@@H](O)[C@@H](O)[C@@H]1O,406.15
