Component#1,Component#2,X#1 (molar fraction),X#2 (molar fraction),Type I,Type II,Type III,Type IV,Type V,Type IL,"Melting temperature of component#1, K",Reference(DOI)#1,"Melting temperature of component#2, K",Reference(DOI)#2,"Molecular weight, g/mol",Number of hydrogen bond donors,Number of aliphatic carboxylic acids,Number of aromatic carboxylic acide,Number of aromatic nitrogens,Number of aromatic hydroxyl groups,Number of Tertiary amines,Number of Secondary amines,Number of amides,Number of aromatic rings,Chemical toxicity evaluation,Number of heavy atoms,train/test,"Tmelt, K",Reference (DOI),"Tmelt_prediction, K"
lithium;bis(trifluoromethylsulfonyl)azanide,urea,0.2174,0.7826,0,0,0,1,0,0,362.15,10.1021%2Facs.jced.7b00135,405.85,10.1016/j.jcrysgro.2011.02.019,215.4256392,0.4944,0,0,0,0,0,0,0.4944,0,0,0.7528,train,328.1614,10.1002/adfm.202011102,312.2083052
zinc;dichloride,urea,0.3302,0.6698,0,0,0,1,0,0,362.15,10.1002/ddr.21085,405.85,10.1016/j.jcrysgro.2011.02.019,206.5096344,0.5808,0,0,0,0,0,0,0.5808,0,0,0.7096,train,317.1749,10.1002/chem.200601738,305.8725396
zinc;dichloride,urea,0.2522,0.7478,0,0,0,1,0,0,362.15,10.1002/ddr.21085,405.85,10.1016/j.jcrysgro.2011.02.019,197.5936296,0.6672,0,0,0,0,0,0,0.6672,0,0,0.6664,train,281.0762,10.1002/chem.200601738,296.9017402
zinc;dichloride,urea,0.2251,0.7749,0,0,0,1,0,0,362.15,10.1002/ddr.21085,405.85,10.1016/j.jcrysgro.2011.02.019,183.8894,0.8,0,0,0,0,0,0,0.8,0,0,0.6,train,287.3543,10.1002/chem.200601738,289.3603729
zinc;dichloride,urea,0.2222,0.7778,0,0,0,1,0,0,362.15,10.1002/ddr.21085,405.85,10.1016/j.jcrysgro.2011.02.019,163.3124167,0.9994,0,0,0,0,0,0,0.9994,0,0,0.5003,train,293.6323,10.1002/adfm.202011102,282.2860187
zinc;dichloride,urea,0.198,0.802,0,0,0,1,0,0,362.15,10.1002/ddr.21085,405.85,10.1016/j.jcrysgro.2011.02.019,128.3501201,1.3382,0,0,0,0,0,0,1.3382,0,0,0.3309,train,320.3139,10.1002/chem.200601738,298.7392002
zinc;dichloride,urea,0.1844,0.8156,0,0,0,1,0,0,362.15,10.1002/ddr.21085,405.85,10.1016/j.jcrysgro.2011.02.019,112.5820005,1.491,0,0,0,0,0,0,1.491,0,0,0.2545,train,326.5919,10.1002/chem.200601738,308.4726937
zinc;dichloride,urea,0.1641,0.8359,0,0,0,1,0,0,362.15,10.1002/ddr.21085,405.85,10.1016/j.jcrysgro.2011.02.019,100.921022,1.604,0,0,0,0,0,0,1.604,0,0,0.198,train,337.5785,10.1002/chem.200601738,336.6501271
"(1R,2S,5R)-5-methyl-2-propan-2-ylcyclohexan-1-ol",decan-1-ol,0.6667,0.3333,0,0,0,1,0,0,509,KNN,405.85,10.1021/ja069813z,109.4127568,1.5652,0,0,0,0,0.2174,0,1.5652,0,0.4348,0.2174,train,235.55,10.1016/j.cej.2020.125173,292.8477346
5-methyl-2-propan-2-ylphenol,decan-1-ol,0.6667,0.3333,0,0,0,1,0,0,563.15,10.1016/j.gee.2020.11.020,405.85,10.1021/ja069813z,85.230448,1.3396,0,0,0,0,0,0,1.3396,0,0.3302,0.3302,train,316.15,10.1016/j.cej.2020.125173,289.578063
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.898,0.102,0,0,0,1,0,0,563.15,10.1093/nar/gkab1062,405.85,US2967894,79.283728,1.4956,0,0,0,0,0,0,1.4956,0,0.2522,0.2522,train,284.4833,10.1002/anie.202110520,297.7977424
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.796,0.264,0,0,0,1,0,0,563.15,10.1093/nar/gkab1062,405.85,US2967894,77.217624,1.5498,0,0,0,0,0,0,1.5498,0,0.2251,0.2251,train,276.15,10.1002/anie.202110520,302.7211565
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.694,0.306,0,0,0,1,0,0,563.15,10.1093/nar/gkab1062,405.85,US2967894,76.996528,1.5556,0,0,0,0,0,0,1.5556,0,0.2222,0.2222,train,282.15,10.1002/anie.202110520,302.7211565
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.601,0.399,0,0,0,1,0,0,563.15,10.1093/nar/gkab1062,405.85,US2967894,75.15152,1.604,0,0,0,0,0,0,1.604,0,0.198,0.198,train,304.4833,10.1002/anie.202110520,319.1675913
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.57,0.43,0,0,0,1,0,0,563.15,10.1093/nar/gkab1062,405.85,US2967894,74.114656,1.6312,0,0,0,0,0,0,1.6312,0,0.1844,0.1844,train,331.15,10.1002/anie.202110520,327.4578107
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.496,0.504,0,0,0,1,0,0,563.15,10.1093/nar/gkab1062,405.85,US2967894,72.566984,1.6718,0,0,0,0,0,0,1.6718,0,0.1641,0.1641,train,337.8167,10.1002/anie.202110520,339.7291827
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.399,0.601,0,0,0,0,1,0,315.7,10.1093/nar/gkab1062,280.15,US2967894,156.9409328,1,0,0,0,0,0,0,0,0,0.3333,0,test,255.23,10.1002/anie.202110520,264.3197452
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.3,0.7,0,0,0,0,1,0,323.5,10.1093/nar/gkab1062,280.15,US2967894,152.9087312,1,0,0,0,0.6667,0,0,0,0.6667,0.3333,0,train,257.91,10.1002/anie.202110520,271.172448
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.198,0.802,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,US2967894,148.967648,0,0,0,0,0,0,0,0,0.102,0.408,0,train,323.256,10.1002/anie.202110520,303.4615879
"1,3-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.099,0.901,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,US2967894,201.805256,0,0,0,0,0,0,0,0,0.264,1.056,0,train,319.427,10.1002/anie.202110520,316.2141547
"1,4-dithiane","1,2,3,4-tetrafluoro-5,6-diiodobenzene",0.17,0.83,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,US2967894,206.418944,0,0,0,0,0,0,0,0,0.306,1.224,0,train,297.405,10.1002/anie.202110520,308.0534752
"1,3-dithiane","1,2,3,5-tetrafluoro-4,6-diiodobenzene",0.37,0.63,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,,232.609976,0,0,0,0,0,0,0,0,0.399,1.596,0,train,295.81,10.1002/anie.202110520,302.7507705
"1,4-dithiane","1,2,3,5-tetrafluoro-4,6-diiodobenzene",0.07,0.93,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,,241.34032,0,0,0,0,0,0,0,0,0.43,1.72,0,train,286.85,10.1002/anie.202110520,300.1586693
"1,3-dithiane","1,3,5-trifluoro-2,4,6-triiodobenzene",0.88,0.12,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,10.1021/acs.cgd.2c00382,262.180496,0,0,0,0,0,0,0,0,0.504,2.016,0,train,286.873,10.1002/anie.202110520,303.0775067
"1,4-dithiane","1,3,5-trifluoro-2,4,6-triiodobenzene",0.65,0.35,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,10.1021/acs.cgd.2c00382,289.498024,0,0,0,0,0,0,0,0,0.601,2.404,0,train,290.703,10.1002/anie.202110520,307.0883486
"1,3-dithiane","1,2,4,5-tetrafluoro-3,6-diiodobenzene",0.74,0.26,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,10.1016/j.jfluchem.2010.06.001,317.3788,0,0,0,0,0,0,0,0,0.7,2.8,0,train,314.639,10.1002/anie.202110520,307.5784104
"1,4-dithiane","1,2,4,5-tetrafluoro-3,6-diiodobenzene",0.42,0.58,0,0,0,0,1,0,327.15,10.1093/nar/gkab1062,324.3,10.1016/j.jfluchem.2010.06.001,346.104448,0,0,0,0,0,0,0,0,0.802,3.208,0,train,317.831,10.1002/anie.202110520,311.3762781
5-methyl-2-propan-2-ylphenol,undec-10-enoic acid,0.7,0.3,0,0,0,0,1,0,327.15,10.1016/j.gee.2020.11.020,324.3,10.1093/nar/gkab1062,373.985224,0,0,0,0,0,0,0,0,0.901,3.604,0,train,324.214,10.1021/acssuschemeng.0c00559,321.3331184
