Number of components,Type of DES,I,II,III,IV,V,Component#1,Component#2,Component#3,X#1 (molar fraction),X#2 (molar fraction),X#3 (molar fraction),"Temperature, K","Density, g/cm^3",Reference (DOI)
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Levulinic acid,,0.25,0.75,,343.15,1.06468,10.1016/j.molliq.2016.07.039
2,Ⅲ,0,0,1,0,0,Acetylcholine chloride,Levulinic acid,,0.25,0.75,,303.15,1.1369,10.1016/j.jct.2016.08.015
2,Ⅲ,0,0,1,0,0,Acetylcholine chloride,Levulinic acid,,0.25,0.75,,313.15,1.1144,10.1016/j.jct.2016.08.015
2,Ⅲ,0,0,1,0,0,Acetylcholine chloride,Levulinic acid,,0.25,0.75,,333.15,1.1294,10.1016/j.jct.2016.08.015
2,Ⅲ,0,0,1,0,0,Ethylammonium chloride,Trifluoroacetamide,,0.4,0.6,,313.15,1.273,10.1002/cphc.200500489
2,Ⅲ,0,0,1,0,0,Ethylammonium chloride,Acetamide,,0.4,0.6,,313.15,1.041,10.1002/cphc.200500489
2,Ⅲ,0,0,1,0,0,Ethylammonium chloride,Urea,,0.4,0.6,,313.15,1.14,10.1002/cphc.200500489
2,Ⅲ,0,0,1,0,0,Choline chloride,Trifluoroacetamide,,0.3333,0.6667,,313.15,1.342,10.1002/cphc.200500489
2,Ⅲ,0,0,1,0,0,Acetylcholine chloride,Urea,,0.3333,0.6667,,313.15,1.206,10.1002/cphc.200500489
2,Ⅲ,0,0,1,0,0,Choline chloride,Urea,,0.3333,0.6667,,313.15,1.24,10.1002/cphc.200500489
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,293.15,1.2011,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,298.15,1.1975,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,303.15,1.1938,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,308.15,1.1901,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,313.15,1.1864,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,318.15,1.1827,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,323.15,1.179,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,328.15,1.1754,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,333.15,1.1717,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,338.15,1.1679,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.2,0.8,,343.15,1.1679,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,293.15,1.1599,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,298.15,1.1599,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,303.15,1.1563,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,308.15,1.149,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,313.15,1.1453,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,318.15,1.1417,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,323.15,1.138,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,328.15,1.1344,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,333.15,1.1307,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,338.15,1.127,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0909,0.9091,,343.15,1.1233,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,293.15,1.1463,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,298.15,1.1427,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,303.15,1.1391,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,308.15,1.1355,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,313.15,1.1319,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,318.15,1.1282,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,323.15,1.1246,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,328.15,1.121,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,333.15,1.1173,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,338.15,1.1136,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Diethylene glycol,,0.0588,0.9412,,343.15,1.1099,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,293.15,1.1908,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,298.15,1.1871,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,303.15,1.1834,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,308.15,1.1797,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,313.15,1.1761,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,318.15,1.1724,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,323.15,1.1687,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,328.15,1.165,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,333.15,1.1613,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,338.15,1.1576,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.2,0.8,,343.15,1.1576,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,293.15,1.1592,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,298.15,1.1555,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,303.15,1.1517,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,308.15,1.148,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,313.15,1.1442,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,318.15,1.1405,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,323.15,1.1367,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,328.15,1.133,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,333.15,1.1292,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,338.15,1.1255,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0909,0.9091,,343.15,1.1217,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,293.15,1.1462,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,298.15,1.1425,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,303.15,1.1388,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,308.15,1.135,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,313.15,1.1313,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,318.15,1.1275,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,323.15,1.1237,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,328.15,1.1199,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,333.15,1.1161,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,338.15,1.1122,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Allyltriphenylphosphonium bromide,Triethylene glycol,,0.0588,0.9412,,343.15,1.1084,10.1016/j.jct.2017.05.020
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Acetamide,,0.25,0.75,,298.15,1.09,10.1039/C2RA22990K
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Caprolactam,,0.25,0.75,,298.15,1.084,10.1039/C2RA22990K
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Urea,,0.4,0.6,,298.15,1.259,10.1039/C2RA22990K
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Glycerol,,0.4,0.6,,313.15,1.2391,10.1016/j.cej.2018.10.077
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Glycerol,,0.3333,0.6667,,313.15,1.2398,10.1016/j.cej.2018.10.077
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Glycerol,,0.25,0.75,,313.15,1.2422,10.1016/j.cej.2018.10.077
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Glycerol,,0.2,0.8,,313.15,1.2433,10.1016/j.cej.2018.10.077
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Ethylene glycol,,0.25,0.75,,313.15,1.138,10.1016/j.cej.2018.10.077
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Urea,,0.4,0.6,,313.15,1.2556,10.1016/j.cej.2018.10.077
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Acetamide,,0.4,0.6,,313.15,1.1156,10.1016/j.cej.2018.10.077
2,Ⅲ,0,0,1,0,0,Ammonium thiocyanate,Caprolactam,,0.25,0.75,,313.15,1.0802,10.1016/j.cej.2018.10.077
2,Ⅲ,0,0,1,0,0,Benzyltriphenylphosphonium chloride,Glycerol,,0.077,0.923,,303.15,1.2324,10.1016/j.ijggc.2016.02.006
2,Ⅲ,0,0,1,0,0,Butyltriphenylphosphonium bromide,Ethylene glycol,,0.077,0.923,,303.15,1.1328,10.1016/j.ijggc.2016.02.006
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.111,0.889,,303.15,1.0995,10.1016/j.ijggc.2016.02.006
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.125,0.875,,303.15,1.1092,10.1016/j.ijggc.2016.02.006
2,Ⅲ,0,0,1,0,0,Methyltriphenylphosphonium bromide,Monoethanolamine,,0.143,0.857,,303.15,1.1204,10.1016/j.ijggc.2016.02.006
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Diethanolamine,,0.143,0.857,,303.15,1.0777,10.1016/j.ijggc.2016.02.006
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Monoethanolamine,,0.143,0.857,,303.15,1.0322,10.1016/j.ijggc.2016.02.006
2,Ⅲ,0,0,1,0,0,Tetrabutylammonium bromide,Triethanolamine,,0.25,0.75,,303.15,1.0912,10.1016/j.ijggc.2016.02.006
2,Ⅲ,0,0,1,0,0,Butyl Ammonium Bromide,Glycerol,,0.333,0.667,,295.15,1.293,10.1016/j.jcis.2017.01.109
2,Ⅲ,0,0,1,0,0,Ethylammonium bromide,Glycerol,,0.333,0.667,,295.15,1.358,10.1016/j.jcis.2017.01.109
2,Ⅲ,0,0,1,0,0,Propylammonium bromide,Glycerol,,0.333,0.667,,295.15,1.328,10.1016/j.jcis.2017.01.109
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.05,0.95,,293,1.009,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.1,0.9,,293,1.013,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.15,0.85,,293,1.022,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.2,0.8,,293,1.03,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.05,0.95,,293,1.114,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.1,0.9,,293,1.115,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.15,0.85,,293,1.115,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.2,0.8,,293,1.117,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.25,0.75,,293,1.118,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.3,0.7,,293,1.118,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Ethanediol",,0.33,0.67,,293,1.12,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.05,0.95,,293,1.008,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.1,0.9,,293,1.015,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.15,0.85,,293,1.026,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.2,0.8,,293,1.034,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.05,0.95,,293,1.021,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.1,0.9,,293,1.026,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.15,0.85,,293,1.036,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.2,0.8,,293,1.046,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.25,0.75,,293,1.052,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"2,3-Butanediol",,0.05,0.95,,293,1.001,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"2,3-Butanediol",,0.1,0.9,,293,1.015,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"2,3-Butanediol",,0.15,0.85,,293,1.024,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"2,3-Butanediol",,0.2,0.8,,293,1.032,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.05,0.95,,293,1.242,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.1,0.9,,293,1.234,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.15,0.85,,293,1.219,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.2,0.8,,293,1.21,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.25,0.75,,293,1.203,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.3,0.7,,293,1.192,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.33,0.67,,293,1.181,"Christopher, R.; Mchem, H. Physical Properties of Alcohol Based Deep Eutectic Solvents. 2008, No. August."
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.25,0.75,,298.15,1.06,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Butanediol",,0.333,0.667,,298.15,1.06,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.25,0.75,,298.15,1.03,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.333,0.667,,298.15,1.01,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.5,0.5,,298.15,1.04,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.25,0.75,,298.15,1.05,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Butanediol",,0.333,0.667,,298.15,1.05,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Propanediol",,0.25,0.75,,298.15,1.03,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Propanediol",,0.333,0.667,,298.15,1.1,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,3-Propanediol",,0.5,0.5,,298.15,1.06,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.25,0.75,,298.15,1.1,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.333,0.667,,298.15,1.05,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,4-Butanediol",,0.5,0.5,,298.15,1.05,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene Glycol,,0.25,0.75,,298.15,1.08,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene Glycol,,0.333,0.667,,298.15,1.05,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,Ethylene Glycol,,0.5,0.5,,298.15,1.04,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,Glycerol,,0.5,0.5,,298.15,1.14,10.3390/molecules24030636
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,293.15,1.05844,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,298.15,1.05519,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,303.15,1.05192,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,308.15,1.04855,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,313.15,1.04532,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,318.15,1.04201,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,323.15,1.03868,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,328.15,1.03533,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.143,0.857,,333.15,1.03197,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,293.15,1.06152,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,298.15,1.05832,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,303.15,1.05511,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,308.15,1.05186,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,313.15,1.04863,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,318.15,1.04539,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,323.15,1.04211,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,328.15,1.03879,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.167,0.833,,333.15,1.03553,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.2,0.8,,293.15,1.06556,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.2,0.8,,298.15,1.06243,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.2,0.8,,303.15,1.05928,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.2,0.8,,308.15,1.05612,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.2,0.8,,313.15,1.05297,10.1021/acs.jced.0c00715
2,Ⅲ,0,0,1,0,0,Choline chloride,"1,2-Propanediol",,0.2,0.8,,318.15,1.0497,10.1021/acs.jced.0c00715
